,language,page_url,image_url,page_title,section_title,hierarchical_section_title,caption_reference_description,caption_attribution_description,caption_alt_text_description,mime_type,original_height,original_width,is_main_image,attribution_passes_lang_id,page_changed_recently,context_page_description
0,vi,https://vi.wikipedia.org/wiki/V%C4%83n_L%C3%A2m,https://upload.wikimedia.org/wikipedia/commons/a/ad/BatboKimcuong.JPG,Văn Lâm,Du lịch,Văn Lâm / Du lịch,Tượng cổ Bát bộ Kim Cương bằng đất luyện trong chùa Nôm,"English: Four of the eight Buddhist Diamond Guardians of chùa Dâu, Bắc-ninhTiếng Việt: Bốn trong tám vị Kim-cương chùa Dâu, Bắc-ninh",,image/jpeg,1200,1600,True,True,True,Văn Lâm là một huyện nằm ở phía bắc tỉnh Hưng Yên.
1,vi,https://vi.wikipedia.org/wiki/B%E1%BA%AFc_Trung_B%E1%BB%99,https://upload.wikimedia.org/wikipedia/commons/f/fa/Th%C3%A1nh_gi%C3%A1_La_Vang.JPG,Bắc Trung Bộ,Tổng hợp hình ảnh các tỉnh thành Bắc Trung Bộ,Bắc Trung Bộ / Tổng hợp hình ảnh các tỉnh thành Bắc Trung Bộ,,Tiếng Việt: Đàng thánh giá ở La Vang,,image/jpeg,2288,1520,True,True,True,"Bắc Trung Bộ là phần phía bắc của Trung Bộ Việt Nam có địa bàn từ phía nam Ninh Bình tới phía bắc Đèo Hải Vân. Vùng Bắc Trung Bộ là một trong 7 vùng kinh tế được Chính phủ giao lập quy hoạch tổng thể kinh tế xã hội.
Về mặt quốc phòng thì các tỉnh này do Bộ Tư lệnh, Quân khu 4 trách nhiệm và quản lý."
2,vi,https://vi.wikipedia.org/wiki/Pyracantha_crenulata,https://upload.wikimedia.org/wikipedia/commons/a/a8/Pyracantha_crenulata.jpg,Pyracantha crenulata,,Pyracantha crenulata,,English: Pyracantha crenulata fruit in Nepal.,,image/jpeg,1500,2000,True,True,True,Pyracantha crenulata là loài thực vật có hoa trong họ Hoa hồng. Loài này được M. Roem. miêu tả khoa học đầu tiên năm 1847.
3,id,https://id.wikipedia.org/wiki/Nissan_March,https://upload.wikimedia.org/wikipedia/commons/b/b5/Nissan_Micra_%28K11%29_front.jpg,Nissan March,Generasi Kedua (1993-2002),Nissan March / Generasi Kedua (1993-2002),,English: Nissan Micra (K11) ) (1993 - 2003),,image/jpeg,600,800,True,True,True,"Nissan March merupakan mobil Hatchback kecil yang diproduksi oleh perusahaan Jepang, Nissan sejak tahun 1982 untuk pasaran Eropa. Nissan March atau yang juga disebut Nissan Micra pertama kali diluncurkan tahun 1982."
4,id,"https://id.wikipedia.org/wiki/San_Isidro,_Bohol",https://upload.wikimedia.org/wikipedia/commons/a/a9/Ph_locator_bohol_san_isidro.png,"San Isidro, Bohol",,"San Isidro, Bohol",Peta menunjukan lokasi San Isidro,English: Map of Bohol showing the location of San Isidro,,image/png,300,300,True,True,True,"San Isidro adalah munisipalitas yang terletak di provinsi Bohol, Filipina.
Pada tahun 2007, munisipalitas ini memiliki populasi sebesar 9.176 jiwa."
5,id,https://id.wikipedia.org/wiki/Cetbang,https://upload.wikimedia.org/wikipedia/commons/7/71/Jakarta_History_Museum_Java12.jpg,Cetbang,Galeri,Cetbang / Galeri,,Deutsch: Im Jakarta History Museum,,image/jpeg,1944,2592,True,True,True,"Cetbang merupakan senjata sejenis meriam yang diproduksi dan digunakan pada masa kerajaan Majapahit dan kerajaan-kerajaan di Nusantara setelahnya. Berbeda dengan meriam eropa dan timur tengah pada umumnya, yang merupakan meriam isian depan, cetbang terbuat dari perunggu dan memiliki kamar dan tabung peluru di bagian belakang. Pada prasasti Sekar disebutkan cetbang diproduksi di Rajekwesi, Bojonegoro, sedangkan mesiu utamanya diproduksi di Swatantra Biluluk."
6,id,https://id.wikipedia.org/wiki/The_Amazing_Race_Australia_1,http://upload.wikimedia.org/wikipedia/commons/0/08/Old_Schaft_-_Salt_Mine_Wieliczka.jpg,The Amazing Race Australia 1,Babak 8 (Republik Ceko → Polandia),The Amazing Race Australia 1 / Ringkasan perlombaan / Babak 8 (Republik Ceko → Polandia),"Penghadang babak ini dilaksanakan di Tambang Garam Wieliczka yang terletak di Kraków, di mana peserta harus mendorong sebuah gerobak tambang dan mencari petunjuk selanjutnya di sana.",Old Schaft - Salt Mine Wieliczka,,image/jpeg,1200,1600,True,True,True,"The Amazing Race Australia adalah acara realitas permainan dari Australia yang berdasarkan pada serial televisi AS The Amazing Race yang disiarkan di Seven Network, Musim pertama ini menghadirkan sebelas tim yang terdiri atas dua orang dan memiliki hubungan sebelumnya, dan mereka akan menghadapi berbagai tantangan sambil berlomba keliling dunia untuk memenangkan AU$250,000. Acara ini diproduksi oleh activeTV Australia.
Pembawa acara ini adalah Grant Bowler.. Episode perdana ditayangkan pada 16 Mei 2011 pada pukul 20:30. Episode terakhir ditayangkan pada 1 Agustus 2011, dengan teman baik dan peselancar Tyler Atkins dan Nathan Jolliffe keluar sebagai juara perlombaan ini."
7,vi,https://vi.wikipedia.org/wiki/Thongchai_McIntyre,https://upload.wikimedia.org/wikipedia/commons/f/f0/Bird_Smile.jpg,Thongchai McIntyre,Phim truyền hình,Thongchai McIntyre / Phim truyền hình,Bird Thongchai McIntyre,English: Bird Thongchai Interviews on TV.,,image/jpeg,750,580,True,True,True,"Thongchai McIntyre, sinh ngày 8 tháng 12 năm 1958, là một ca sĩ, nhạc sĩ người Thái Lan."
8,vi,https://vi.wikipedia.org/wiki/Samosa,https://upload.wikimedia.org/wikipedia/commons/c/c4/Samosas%2C_snack_food_at_Wikipedia%27s_16th_Birthday_celebration_in_Chittagong_%2801%29.jpg,Samosa,Bangladesh,Samosa / Sự phổ biến / Tiểu lục địa Ấn Độ / Bangladesh,Bánh gối samosa của Bangladesh,বাংলা: চট্টগ্রামে উইকিপিডিয়ার ১৬তম জন্মদিন উদ্‌যাপনEnglish: Samosas is a popular food especially in Bangladesh and India; at Wikipedia's 16th Birthday celebration in Chittagong.,,image/jpeg,4000,4000,True,True,True,"Samosa là món bánh gối nướng hay chiên giàu hương vị, gồm khoai tây lát, hành, đậu, đậu lăng, macaroni hoặc mì. Hạt thông cũng có thể được thêm vào. Kích cỡ của nó có thể thay đổi, nhưng thường có dạng tam giác hay tứ diện đặc trưng. Samosa của Ấn Độ thường dùng chay, và thường kèm theo chutney bạc hà."
9,id,https://id.wikipedia.org/wiki/Telur_gulung,https://upload.wikimedia.org/wikipedia/commons/6/6b/Sate_telur_gulung_di_alun-alun_Nganjuk.jpg,Telur gulung,,Telur gulung,Telur gulung yang diberi saus dan mayones.,Bahasa Indonesia: Sate telur gulung di alun-alun Nganjuk,,image/jpeg,1200,885,True,True,True,"Telur gulung adalah variasi dari telur goreng yang di mana sebuah telur akan digoreng dan kemudian digulung menggunakan sebuah tusukan yang biasanya di buat dari kayu pohon Bambu. Makanan ini sering dihidangkan dan dijual di beberapa sekolah, terutama di tingkat sekolah dasar."
